slug,doi,journal,item_id,score,note
10-1111-ele-70377,10.1111/ele.70377,Ecology Letters,fate_end,N,No specific killing method stated; fate of mites after experiment unclear; fecundity assay mentioned but killing method for tested females not specified.
10-1111-ele-70377,10.1111/ele.70377,Ecology Letters,behaviour_general,Y,Mites clustered on food patches; male morphs differ in aggression and mating behavior (fighters vs scramblers); female harassment by males mentioned.
10-1111-ele-70377,10.1111/ele.70377,Ecology Letters,affect_indicators,Y,"Reduced fecundity, longevity, and mortality used as indicators of stress from male aggression; reproductive conflict discussed as affecting females."
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,_eligibility,Y,Empirical study collecting and screening live bees (insects) for viral pathogens across multiple species.
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,subjects_taxon,Y,"Multiple bee species identified: Apis mellifera, Bombus lapidarius, B. pascuorum, B. terrestris, Lasioglossum pauxillum, Andrena ovatula, Colletes daviesanus. Female bees collected; life stage not exp"
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,subjects_source,Y,"Wild-collected bees from 32 agricultural sites in southern Lower Saxony and northern Hesse, Germany (2021–2022). Honeybee colonies supplemented at sites but field-collected for screening."
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,subjects_n,Y,"1725 individuals screened: 470 honeybees, 878 bumblebees, 424 non-Bombus wild bees. Sample sizes per species and site in Table S1 and S2."
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,proc_handling,Y,"Bees collected by hand-netting within 500 m radius at each site in July. Transect walks (200 m, 10 min each) used to survey bee visitations; seven transects per site."
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,proc_anaesthesia,N,No anaesthesia or invasive procedures mentioned. Bees hand-netted and presumably killed for viral screening but method not stated.
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,proc_biosecurity,N,No mention of escape prevention measures or contaminated material disposal despite field manipulation of honeybee colonies.
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,ethics_review,N,"No ethics approval, permit numbers, or regulatory review mentioned. No explicit statement that none was required."
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,ethics_endpoints,N,No predefined humane endpoints or non-target impact discussion for field sampling.
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,ethics_statement,N,No engagement with welfare considerations or the three Rs; study framed entirely in epidemiological terms.
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,nutrition_diet,NA,Wild-collected bees; no captive rearing or feeding reported.
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,env_housing,N,"Honeybee colonies placed at some sites but no housing details (dimensions, substrate, density, temperature, etc.) provided."
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,env_acclimation,N,No acclimation period mentioned for collected or placed bees.
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,env_field,Y,"Study sites characterised: 32 agricultural sites in southern Lower Saxony/northern Hesse, Germany; habitat diversity recorded; mapping at 500 m radius; ground-truthed both years."
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,health_monitoring,N,"No monitoring of physical condition or welfare of live bees during collection or holding. Viral screening is pathogen detection, not welfare monitoring."
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,health_injury,N,"No mention of injuries, mortality, or mortality events during collection or holding of live bees."
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,fate_end,N,"Bees screened for viruses by qPCR (implies killing) but no explicit method of killing stated (e.g. freezing, chemical fixation, CO2)."
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,behaviour_general,Y,Field foraging behaviour recorded via transect walks and flower visitations documented to construct plant–pollinator networks.
ecol-letters-ecology-letters-2026-pluta-multiple-key-hosts-and-network-structure-shape-viral-prevalence-across-multispecies,,Ecology Letters,affect_indicators,N,No assessment of behavioural or physiological stress indicators; no precautionary measures for affective capacity uncertainty.
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,_eligibility,Y,"Empirical study using live invertebrates (bees, hoverflies) collected, handled, and sampled for viral analysis across European landscapes."
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,subjects_taxon,Y,"Species identified to species level or morphospecies (e.g. Lasioglossum cf. simplex, Bombus terrestris complex); life stage (female) and sex specified for some analyses."
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,subjects_source,Y,"Wild-collected from 48 landscapes across four European regions (Burgundy, Switzerland, Saxony-Anhalt, Poland) with specific locality and sampling dates (2020–2021)."
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,subjects_n,Y,"Total 14,809 plant-pollinator interactions observed; 3,734 pollinators analysed for virus (honey bees N=1297, bumblebees N=1156, solitary bees N=1125, hoverflies N=156); up to 10 per species per netwo"
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,proc_handling,Y,"Captured using standardised transects (500 m sampling within 1 m of observer); immediately placed on dry ice, then stored at −80°C; identification methods specified."
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,proc_anaesthesia,NA,No invasive surgical procedures; insects were killed by freezing (dry ice then −80°C storage) for viral analysis; no anaesthesia/analgesia statement needed.
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,proc_biosecurity,N,No mention of escape prevention measures or disposal protocols for potentially contaminated material; all sampled insects were wild-collected.
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,ethics_review,N,"No institutional ethics review, permit numbers, or conservation status statement mentioned; no explicit statement that none was required."
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,ethics_endpoints,N,No humane endpoints predefined; no discussion of anticipated or observed non-target impacts from field sampling methods.
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,ethics_statement,N,"No engagement with welfare considerations or the three Rs (Replacement, Reduction, Refinement) in study design; funding acknowledgments do not constitute welfare reasoning."
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,nutrition_diet,N,"Insects collected from wild flowers; no captive feeding, diet composition, or fasting protocols mentioned."
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,env_housing,N,No captive housing described; insects immediately frozen after collection. Study is field-based with no laboratory holding.
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,env_acclimation,NA,No acclimation period applicable; insects were wild-collected and immediately processed.
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,env_field,Y,"Field sites described: 48 landscapes across four European regions; habitat classification (intensive agricultural, mixed rural, urbanised) specified; transect methodology (1000 m per landscape, three "
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,health_monitoring,N,"No welfare health checks, injury assessment, disease screening prior to viral analysis, or condition monitoring methods described."
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,health_injury,N,"No mention of injuries, mortality, or unexpected deaths during collection or storage; no explicit statement that none occurred."
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,fate_end,Y,"Specific killing method stated: insects placed on dry ice immediately after collection, then stored at −80°C; sacrificed for viral RNA extraction and analysis."
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,behaviour_general,Y,Field sampling during flower visitation captured species-typical foraging behaviour; no captive enrichment or constraint discussion as insects were wild-collected.
ecol-letters-ecology-letters-2026-proesmans-drivers-of-viral-prevalence-in-landscape-e2-80-90scale-pollinator-networks-across-europe,,Ecology Letters,affect_indicators,N,No behavioural or physiological stress indicators monitored; no precautionary measures adopted for invertebrate affective capacity during handling or freezing.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,_eligibility,Y,Empirical study using live eriophyoid mites (Aceria tosichella) in laboratory dispersal experiments.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,subjects_taxon,Y,Aceria tosichella MT-1 genotype identified by DNA barcoding; adult females; life stage specified.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,subjects_source,Y,Baseline colony established Nov 2017 from 26 wild-collected populations across Poland; confirmed MT-1 via mtDNA COI.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,subjects_n,Y,1045 experimental trials total; ~300 individuals per lineage per transfer; 5 specialist and 6 generalist lineages; 10 females per trial.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,proc_handling,Y,Mites transferred every 3 weeks to fresh plants; 10 females acclimated 30 min before testing; placed in olfactometer arena on 1 cm² plant fragment.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,proc_anaesthesia,NA,No invasive procedures or killing methods described in methods section; dispersal measured by counting individuals remaining after wind exposure.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,proc_biosecurity,Y,Lineages maintained in separate isolators to prevent cross-contamination; plants grown under controlled conditions.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,ethics_review,N,"No mention of institutional ethics review, permits, or regulatory approval for invertebrate work."
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,ethics_endpoints,N,No predefined humane endpoints mentioned; no discussion of welfare-relevant outcomes or non-target impacts.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,ethics_statement,N,"No statement engaging with welfare considerations, the three Rs, or how study design addressed animal welfare."
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,nutrition_diet,Y,"Mites maintained on potted plants (wheat, barley, smooth brome, oats) according to evolutionary regime; transferred every 3 weeks to fresh plants."
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,env_housing,Y,"Maintained under controlled conditions: 27°C, 16:8 h light:dark cycle, 60% RH in separate isolators; arena on agar blocks in olfactometer; no description of enclosure materials or dimensions."
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,env_acclimation,Y,10 females acclimated for 30 min before testing in experimental arena.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,env_field,NA,Pure laboratory study; no field collection or captive field holding beyond initial baseline colony collection.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,health_monitoring,N,"No systematic health monitoring, disease screening, or welfare checks described; one specialist lineage failed but cause not detailed."
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,health_injury,N,"No statement on injuries, unexpected deaths, or mortality during experiments; silence on welfare outcomes."
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,fate_end,N,No explicit killing method or endpoint procedures described; mites presumably killed after dispersal testing but method not stated.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,behaviour_general,Y,Dispersal behaviour measured via wind-exposed arena; target cues (kairomones) provided; refugia and enrichment not mentioned; disturbance measured via wind exposure protocol.
ecol-letters-ecology-letters-2026-zalewska-niche-breadth-and-olfactory-context-shape-informed-passive-dispersal,,Ecology Letters,affect_indicators,N,"No assessment of stress, pain, or distress indicators; no discussion of affective capacity or precautionary measures for invertebrate welfare."
10-1111-eth-13573,10.1111/eth.13573,Ethology,_eligibility,Y,Empirical study using live female and male Miomantis caffra (springbok mantis) insects in laboratory behavioral trials.
10-1111-eth-13573,10.1111/eth.13573,Ethology,subjects_taxon,Y,"Miomantis caffra, F2 females and males, adult stage specified, sex clearly identified."
10-1111-eth-13573,10.1111/eth.13573,Ethology,subjects_source,Y,"Lab colony from oothecae collected in Auckland parks and private gardens, New Zealand; F2 individuals; founding stock from introduced population."
10-1111-eth-13573,10.1111/eth.13573,Ethology,subjects_n,Y,138 females from 87 oothecae for main study; 11 males in pilot study; no attrition reported between collection and analysis.
10-1111-eth-13573,10.1111/eth.13573,Ethology,proc_handling,Y,Capture and rearing conditions described; handling during trials involved placement under petri dish for ~10s restraint; tweezers used for predator simulation.
10-1111-eth-13573,10.1111/eth.13573,Ethology,proc_anaesthesia,NA,"No invasive procedures, surgery, or anaesthesia-requiring manipulations performed; behavioral observation only."
10-1111-eth-13573,10.1111/eth.13573,Ethology,proc_biosecurity,Y,Species is non-native invasive in New Zealand; authors acknowledge this context but no explicit escape prevention or disposal measures stated; study design involved contained behavioral trials.
10-1111-eth-13573,10.1111/eth.13573,Ethology,ethics_review,N,"No mention of institutional ethics review, permits, or approval; no explicit statement about ethical requirements."
10-1111-eth-13573,10.1111/eth.13573,Ethology,ethics_endpoints,N,No predefined humane endpoints mentioned; no statement about expected distress or harm; no stopping criteria for trials described.
10-1111-eth-13573,10.1111/eth.13573,Ethology,ethics_statement,N,Ethics statement section states 'The authors have nothing to report.' No discussion of welfare considerations or the three Rs in relation to study design.
10-1111-eth-13573,10.1111/eth.13573,Ethology,nutrition_diet,Y,"Diet detailed: fruit flies, green bottle flies, blowflies; feeding frequency twice weekly; water provided at feeding time."
10-1111-eth-13573,10.1111/eth.13573,Ethology,env_housing,Y,"Upturned plastic cups (50mL for early instars, 400mL for later); abraded surfaces; mesh ceiling; cotton wool; 24°C, 60% humidity; substrate and enrichment (perching materials) described."
10-1111-eth-13573,10.1111/eth.13573,Ethology,env_acclimation,N,No mention of acclimation period before behavioral trials; trials conducted at rearing temperature/humidity but no pre-trial habituation described.
10-1111-eth-13573,10.1111/eth.13573,Ethology,env_field,NA,Pure laboratory study; no field component.
10-1111-eth-13573,10.1111/eth.13573,Ethology,health_monitoring,N,"No health checks, disease screening, injury assessment, or welfare monitoring protocols described."
10-1111-eth-13573,10.1111/eth.13573,Ethology,health_injury,N,"No mention of injuries, unexpected deaths, or their absence during the trials; silence on welfare outcomes."
10-1111-eth-13573,10.1111/eth.13573,Ethology,fate_end,N,"No mention of how animals were killed, euthanized, or housed after experiments; end-of-study fate not specified."
10-1111-eth-13573,10.1111/eth.13573,Ethology,behaviour_general,Y,"Housing included perching structures; species-typical behaviors (fleeing, freezing, striking, displaying) were observed and documented; no enrichment beyond basic materials mentioned."
10-1111-eth-13573,10.1111/eth.13573,Ethology,affect_indicators,Y,"Behavioral indicators of distress/threat response recorded: fleeing, freezing, striking, deimatic displays, swaying; no physiological stress markers assessed."
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,_eligibility,Y,"Empirical study using live bush crickets (Metaplastes ornatus, Orthoptera) in behavioral and morphological experiments."
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,subjects_taxon,Y,"Metaplastes ornatus, subadults (2023) and adults (2024), sexed (males and females), no specific life stage designation beyond adult/subadult."
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,subjects_source,Y,"Wild-collected from Greece around Paleokastro in 2023 and 2024 with GPS coordinates and dates provided (20 May–6 June 2023, 16 June–5 July 2024)."
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,subjects_n,Y,"2023: 20 males, 20 females subadults; 2024: 147 females, 146 males collected, 112 males and 113 females used in experiments; 97 of 292 individuals died during the experiment; 16.2% parasitized."
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,proc_handling,Y,"Captured in field (method not detailed), weighed on arrival, housed individually, daily health/food checks. Mating trials in arena: females introduced first, males after 5 min."
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,proc_anaesthesia,NA,"No invasive surgical procedures performed; mating behavior observed non-invasively, though genital damage can occur during natural SRB."
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,proc_biosecurity,N,"No mention of escape prevention or containment protocols for captive-held animals; species is native to region, but no explicit biosecurity statement."
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,ethics_review,Y,Ethics statement mentions animals handled in accordance with ASAB guidelines for treatment of animals in behavioral research.
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,ethics_endpoints,N,No predefined humane endpoints stated; no mention of anticipated non-target impacts or field-work injury mitigation.
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,ethics_statement,N,"ASAB compliance mentioned in ethics statement, but no engagement with the three Rs (Replacement, Reduction, Refinement) or welfare reasoning in study design."
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,nutrition_diet,Y,Housed in cups with leaves from Hungarian oak (Quercus pannonica) sealed with moist cotton wool; water provision in test tube; feeding/water checked daily. No pre- or post-experimental fasting mention
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,env_housing,Y,"Cylindrical cups 8 cm width × 13 cm height, individual housing by sex in large trays, Hungarian oak leaves, moist cotton wool, sand substrate for females; no temperature, humidity, or photoperiod stat"
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,env_acclimation,Y,Animals acclimated for 2 days before mating trials.
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,env_field,Y,"Field collection sites around Paleokastro, Greece: three sites ~300 m along roads with GPS coordinates provided; no trap design or checking frequency; animals collected by hand (implied)."
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,health_monitoring,Y,"Daily checks of food, water, and health; unhealthy or parasitized animals excluded; 16.2% visible parasitic infections observed (47 individuals with ectoparasites or endoparasites); 97 of 292 individu"
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,health_injury,Y,"97 deaths during 2024 experiment documented; 47 individuals (16.2%) visibly infected with parasites (26 horsehair worms, 23 mites); broken spurs detected in 5 of 19 male subgenital plates (26.3%); gen"
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,fate_end,Y,"Animals released at collection locations after trials; no mention of killing or euthanasia method, indicating live release was the endpoint."
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,behaviour_general,Y,Mating arena provided with oak leaf and twig (enrichment); natural mating behavior allowed and recorded; female-mounting behavior described; genital cleaning behavior observed during SRB breaks.
ethology-ethology-2025-flaskamp-sex-e2-80-90specific-control-and-incomplete-matings-sperm-removal-behavior-in-a-bush-cricket-species,,Ethology,affect_indicators,Y,Study explicitly addresses female resistance and behavioral interruption of matings as indicators of female control or distress; incomplete matings associated with fewer breaks and shorter SRB duratio
10-1111-eth-70042,10.1111/eth.70042,Ethology,_eligibility,Y,Empirical study using live adult spiders (Pisaura mirabilis) in behavioral experiments with controlled housing and playback treatments.
10-1111-eth-70042,10.1111/eth.70042,Ethology,subjects_taxon,Y,"Pisaura mirabilis (Clerck, 1757); adults; females used; life stage confirmed by epigyne inspection."
10-1111-eth-70042,10.1111/eth.70042,Ethology,subjects_source,Y,"Juvenile spiders wild-collected in Greifswald, Germany in spring 2022; reared to adulthood in lab."
10-1111-eth-70042,10.1111/eth.70042,Ethology,subjects_n,Y,N = 52 adult females tested; each tested in three treatments over 3 consecutive days; no attrition reported.
10-1111-eth-70042,10.1111/eth.70042,Ethology,proc_handling,Y,Spiders housed individually in round plastic containers with netting tops; grouped in trays; handling during feeding and experiments described.
10-1111-eth-70042,10.1111/eth.70042,Ethology,proc_anaesthesia,NA,No invasive surgical or painful procedures performed; behavioral observations and playback only.
10-1111-eth-70042,10.1111/eth.70042,Ethology,proc_biosecurity,N,"No mention of escape prevention measures, containment protocols, or disposal of contaminated material despite captive housing."
10-1111-eth-70042,10.1111/eth.70042,Ethology,ethics_review,Y,Ethics statement: 'Ethics approval was not required for the study.' Explicit statement that none was required.
10-1111-eth-70042,10.1111/eth.70042,Ethology,ethics_endpoints,N,No predefined humane endpoints or discussion of welfare-relevant stopping criteria mentioned.
10-1111-eth-70042,10.1111/eth.70042,Ethology,ethics_statement,N,"No discussion of welfare considerations or the three Rs (Replacement, Reduction, Refinement) in study design."
10-1111-eth-70042,10.1111/eth.70042,Ethology,nutrition_diet,Y,Fed twice weekly with Lucilia caesar (greenbottle flies); unfed for ~12 days before trials to ensure prey-capture motivation.
10-1111-eth-70042,10.1111/eth.70042,Ethology,env_housing,Y,"Containers: 9-cm height, 5-cm diameter plastic with fine-meshed netting and foam lid; plastic plants; grouped in trays with tap water; sprayed every 1–2 days; water replaced weekly; 21°C; L12:D12 phot"
10-1111-eth-70042,10.1111/eth.70042,Ethology,env_acclimation,Y,1 min acclimation period in arena under plastic vial before release; pre-experimental housing conditions described.
10-1111-eth-70042,10.1111/eth.70042,Ethology,env_field,NA,Purely laboratory behavioral study; no field trapping or field site conditions applicable.
10-1111-eth-70042,10.1111/eth.70042,Ethology,health_monitoring,N,"No methods described for assessing physical condition, disease screening, or welfare checks during housing or experiments."
10-1111-eth-70042,10.1111/eth.70042,Ethology,health_injury,N,"No mention of injuries, unexpected deaths, or welfare incidents during housing or testing; silence on mortality."
10-1111-eth-70042,10.1111/eth.70042,Ethology,fate_end,N,No explicit statement of the method of killing; text states 'spiders and prey were weighed and placed back in their respective containers' but no endpoint method named.
10-1111-eth-70042,10.1111/eth.70042,Ethology,behaviour_general,Y,Plastic plants provided for natural resting position; arena with nylon substrate; behavioral observations recorded; refugia and species-typical behavior considered.
10-1111-eth-70042,10.1111/eth.70042,Ethology,affect_indicators,Y,"Behavioral responses monitored (orientation, locomotion, attack latency) as indicators of predatory state and responsiveness to vibrations; precautionary multimodal design acknowledging uncertainty ab"
ethology-ethology-2025-kryger-plastic-behavioral-responses-to-ambient-relative-humidity-influence-aggregation-in-a-large,,Ethology,_eligibility,Y,Empirical study using live adult Madagascar hissing cockroaches (Gromphadorhina portentosa) in controlled laboratory conditions.
ethology-ethology-2025-kryger-plastic-behavioral-responses-to-ambient-relative-humidity-influence-aggregation-in-a-large,,Ethology,subjects_taxon,Y,"Gromphadorhina portentosa, adult, mixed-sex groups specified."
ethology-ethology-2025-kryger-plastic-behavioral-responses-to-ambient-relative-humidity-influence-aggregation-in-a-large,,Ethology,subjects_source,Y,"Lab colony maintained at Binghamton University; originally sourced from commercial supplier Trex Ranch, Las Vegas, NV."
ethology-ethology-2025-kryger-plastic-behavioral-responses-to-ambient-relative-humidity-influence-aggregation-in-a-large,,Ethology,subjects_n,Y,32 adults allocated to 8 groups of 4 individuals; 4 weeks total with 16 replicates per treatment; no attrition reported.
ethology-ethology-2025-kryger-plastic-behavioral-responses-to-ambient-relative-humidity-influence-aggregation-in-a-large,,Ethology,proc_handling,Y,Groups placed in tanks; sex recorded from above using secondary characteristics to minimize disturbance.
ethology-ethology-2025-kryger-plastic-behavioral-responses-to-ambient-relative-humidity-influence-aggregation-in-a-large,,Ethology,proc_anaesthesia,NA,No invasive procedures or surgical manipulations performed; only behavioral observation.
ethology-ethology-2025-kryger-plastic-behavioral-responses-to-ambient-relative-humidity-influence-aggregation-in-a-large,,Ethology,proc_biosecurity,Y,Escape prevention: upper 5 cm of tanks coated with petroleum jelly to prevent cockroach escape.
ethology-ethology-2025-kryger-plastic-behavioral-responses-to-ambient-relative-humidity-influence-aggregation-in-a-large,,Ethology,ethics_review,Y,"Acknowledgments state: 'in accordance with the legal requirements of the United States, the institutional guidelines of Binghamton University, State University of New York, and the US National Researc"
ethology-ethology-2025-kryger-plastic-behavioral-responses-to-ambient-relative-humidity-influence-aggregation-in-a-large,,Ethology,ethics_endpoints,N,No predefined humane endpoints or harm thresholds mentioned in methods.
